Player Name1,Venue,avg_batting_points,avg_bowling_points
AM Salvi,"Rajiv Gandhi International Stadium, Uppal",37.0,37.0
AM Salvi,SuperSport Park,35.0,35.0
AN Ahmed,Eden Gardens,41.75,41.75
AN Ahmed,JSCA International Stadium Complex,23.0,23.0
AN Ahmed,M Chinnaswamy Stadium,14.0,14.0
AN Ahmed,"MA Chidambaram Stadium, Chepauk",11.6,11.6
AN Ahmed,"Rajiv Gandhi International Stadium, Uppal",19.5,19.5
AN Ahmed,Subrata Roy Sahara Stadium,62.0,62.0
AN Ahmed,Wankhede Stadium,26.25,26.25
AN Ghosh,St George's Park,0.0,0.0
AN Ghosh,SuperSport Park,11.0,11.0
AP Dole,Sawai Mansingh Stadium,44.0,44.0
AP Dole,"Vidarbha Cricket Association Stadium, Jamtha",31.5,31.5
AP Majumdar,Sawai Mansingh Stadium,17.0,17.0
AP Majumdar,Subrata Roy Sahara Stadium,39.333333333333336,39.333333333333336
AP Tare,Barabati Stadium,2.0,2.0
AP Tare,Brabourne Stadium,19.333333333333332,19.333333333333332
AP Tare,Dubai International Cricket Stadium,25.0,25.0
AP Tare,Eden Gardens,18.75,18.75
AP Tare,Feroz Shah Kotla,20.0,20.0
AP Tare,Himachal Pradesh Cricket Association Stadium,42.0,42.0
AP Tare,M.Chinnaswamy Stadium,30.0,30.0
AP Tare,Maharashtra Cricket Association Stadium,0.0,0.0
AP Tare,"Rajiv Gandhi International Stadium, Uppal",6.0,6.0
AP Tare,Sharjah Cricket Stadium,12.0,12.0
AP Tare,Sheikh Zayed Stadium,38.0,38.0
AP Tare,Wankhede Stadium,27.571428571428573,27.571428571428573
AR Bawne,Eden Gardens,16.0,16.0
AS Joseph,"Arun Jaitley Stadium, Delhi",63.0,63.0
AS Joseph,"Brabourne Stadium, Mumbai",31.0,31.0
AS Joseph,"Dr DY Patil Sports Academy, Mumbai",11.5,11.5
AS Joseph,"Eden Gardens, Kolkata",-2.0,-2.0
AS Joseph,"M Chinnaswamy Stadium, Bengaluru",15.0,15.0
AS Joseph,"MA Chidambaram Stadium, Chepauk, Chennai",-3.0,-3.0
AS Joseph,"Maharashtra Cricket Association Stadium, Pune",21.333333333333332,21.333333333333332
AS Joseph,"Narendra Modi Stadium, Ahmedabad",31.25,31.25
AS Joseph,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",36.0,36.0
AS Joseph,Rajiv Gandhi International Stadium,182.0,182.0
AS Joseph,Wankhede Stadium,8.0,8.0
AS Joseph,"Wankhede Stadium, Mumbai",26.5,26.5
AS Rajpoot,Arun Jaitley Stadium,69.0,69.0
AS Rajpoot,Dubai International Cricket Stadium,15.0,15.0
AS Rajpoot,Eden Gardens,20.2,20.2
AS Rajpoot,Green Park,27.0,27.0
AS Rajpoot,Holkar Cricket Stadium,6.25,6.25
AS Rajpoot,M Chinnaswamy Stadium,3.3333333333333335,3.3333333333333335
AS Rajpoot,M.Chinnaswamy Stadium,3.0,3.0
AS Rajpoot,"MA Chidambaram Stadium, Chepauk",17.0,17.0
AS Rajpoot,Maharashtra Cricket Association Stadium,38.0,38.0
AS Rajpoot,Punjab Cricket Association IS Bindra Stadium,11.0,11.0
AS Rajpoot,"Punjab Cricket Association IS Bindra Stadium, Mohali",1.0,1.0
AS Rajpoot,"Punjab Cricket Association Stadium, Mohali",-1.0,-1.0
AS Rajpoot,Rajiv Gandhi International Stadium,85.5,85.5
AS Rajpoot,Sawai Mansingh Stadium,58.0,58.0
AS Rajpoot,Sharjah Cricket Stadium,32.0,32.0
AS Rajpoot,Sheikh Zayed Stadium,0.75,0.75
AS Rajpoot,Wankhede Stadium,49.666666666666664,49.666666666666664
AS Raut,De Beers Diamond Oval,2.6666666666666665,2.6666666666666665
AS Raut,Eden Gardens,8.5,8.5
AS Raut,Kingsmead,1.0,1.0
AS Raut,"MA Chidambaram Stadium, Chepauk",2.0,2.0
AS Raut,Newlands,19.0,19.0
AS Raut,OUTsurance Oval,5.0,5.0
AS Raut,"Punjab Cricket Association Stadium, Mohali",21.5,21.5
AS Raut,Sawai Mansingh Stadium,30.0,30.0
AS Raut,St George's Park,29.0,29.0
AS Raut,SuperSport Park,3.0,3.0
AS Raut,"Vidarbha Cricket Association Stadium, Jamtha",0.0,0.0
AS Yadav,Eden Gardens,16.0,16.0
AS Yadav,M Chinnaswamy Stadium,3.0,3.0
AS Yadav,"Rajiv Gandhi International Stadium, Uppal",15.5,15.5
AT Carey,Dubai International Cricket Stadium,20.0,20.0
AT Carey,Sharjah Cricket Stadium,4.0,4.0
AT Carey,Sheikh Zayed Stadium,14.0,14.0
AT Rayudu,Arun Jaitley Stadium,53.5,53.5
AT Rayudu,"Arun Jaitley Stadium, Delhi",138.0,138.0
AT Rayudu,Barabati Stadium,55.0,55.0
AT Rayudu,Brabourne Stadium,41.333333333333336,41.333333333333336
AT Rayudu,"Brabourne Stadium, Mumbai",25.0,25.0
AT Rayudu,Dr DY Patil Sports Academy,34.0,34.0
AT Rayudu,"Dr DY Patil Sports Academy, Mumbai",42.0,42.0
AT Rayudu,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,17.6,17.6
AT Rayudu,Dubai International Cricket Stadium,40.083333333333336,40.083333333333336
AT Rayudu,Eden Gardens,38.8,38.8
AT Rayudu,Feroz Shah Kotla,44.0,44.0
AT Rayudu,Himachal Pradesh Cricket Association Stadium,42.0,42.0
AT Rayudu,M Chinnaswamy Stadium,56.125,56.125
AT Rayudu,"M Chinnaswamy Stadium, Bengaluru",24.0,24.0
AT Rayudu,M.Chinnaswamy Stadium,100.5,100.5
AT Rayudu,MA Chidambaram Stadium,30.22222222222222,30.22222222222222
AT Rayudu,"MA Chidambaram Stadium, Chepauk",18.8,18.8
AT Rayudu,"MA Chidambaram Stadium, Chepauk, Chennai",21.0,21.0
AT Rayudu,Maharashtra Cricket Association Stadium,57.75,57.75
AT Rayudu,"Maharashtra Cricket Association Stadium, Pune",47.0,47.0
AT Rayudu,"Narendra Modi Stadium, Ahmedabad",26.5,26.5
AT Rayudu,Punjab Cricket Association IS Bindra Stadium,40.0,40.0
AT Rayudu,"Punjab Cricket Association IS Bindra Stadium, Mohali",113.0,113.0
AT Rayudu,"Punjab Cricket Association Stadium, Mohali",33.8,33.8
AT Rayudu,Rajiv Gandhi International Stadium,63.0,63.0
AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",55.8,55.8
AT Rayudu,Sawai Mansingh Stadium,33.0,33.0
AT Rayudu,"Sawai Mansingh Stadium, Jaipur",0.0,0.0
AT Rayudu,Sharjah Cricket Stadium,35.6,35.6
AT Rayudu,Sheikh Zayed Stadium,59.6,59.6
AT Rayudu,Subrata Roy Sahara Stadium,22.5,22.5
AT Rayudu,Wankhede Stadium,32.785714285714285,32.785714285714285
AT Rayudu,"Wankhede Stadium, Mumbai",42.625,42.625
AT Rayudu,"Zayed Cricket Stadium, Abu Dhabi",8.0,8.0
AU Rashid,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",33.0,33.0
AU Rashid,Dubai International Cricket Stadium,2.0,2.0
AU Rashid,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",17.0,17.0
AUK Pathan,Himachal Pradesh Cricket Association Stadium,13.0,13.0
AUK Pathan,M Chinnaswamy Stadium,1.0,1.0
AUK Pathan,"MA Chidambaram Stadium, Chepauk",28.0,28.0
AUK Pathan,Nehru Stadium,13.5,13.5
Abdul Basith,"M Chinnaswamy Stadium, Bengaluru",1.0,1.0
Abdul Samad,"Arun Jaitley Stadium, Delhi",29.0,29.0
Abdul Samad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",37.0,37.0
Abdul Samad,"Dr DY Patil Sports Academy, Mumbai",-0.5,-0.5
Abdul Samad,Dubai International Cricket Stadium,21.285714285714285,21.285714285714285
Abdul Samad,"Eden Gardens, Kolkata",25.0,25.0
Abdul Samad,"M Chinnaswamy Stadium, Bengaluru",75.0,75.0
Abdul Samad,"MA Chidambaram Stadium, Chepauk, Chennai",11.833333333333334,11.833333333333334
Abdul Samad,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",49.0,49.0
Abdul Samad,"Maharashtra Cricket Association Stadium, Pune",4.0,4.0
Abdul Samad,"Narendra Modi Stadium, Ahmedabad",29.0,29.0
Abdul Samad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",33.0,33.0
Abdul Samad,"Sawai Mansingh Stadium, Jaipur",29.0,29.0
Abdul Samad,Sharjah Cricket Stadium,17.2,17.2
Abdul Samad,Sheikh Zayed Stadium,40.666666666666664,40.666666666666664
Abdul Samad,"Wankhede Stadium, Mumbai",3.0,3.0
Abdul Samad,"Zayed Cricket Stadium, Abu Dhabi",1.5,1.5
Abdur Razzak,Sawai Mansingh Stadium,-0.5,-0.5
Abhinav Manohar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,3.0
Abhinav Manohar,"Dr DY Patil Sports Academy, Mumbai",47.333333333333336,47.333333333333336
Abhinav Manohar,"Maharashtra Cricket Association Stadium, Pune",10.5,10.5
Abhinav Manohar,"Narendra Modi Stadium, Ahmedabad",39.8,39.8
Abhinav Manohar,"Sawai Mansingh Stadium, Jaipur",1.0,1.0
Abhinav Manohar,"Wankhede Stadium, Mumbai",9.666666666666666,9.666666666666666
Abhishek Sharma,Arun Jaitley Stadium,36.333333333333336,36.333333333333336
Abhishek Sharma,"Arun Jaitley Stadium, Delhi",84.33333333333333,84.33333333333333
Abhishek Sharma,"Brabourne Stadium, Mumbai",34.333333333333336,34.333333333333336
Abhishek Sharma,"Dr DY Patil Sports Academy, Mumbai",67.25,67.25
Abhishek Sharma,Dubai International Cricket Stadium,18.1,18.1
Abhishek Sharma,"Eden Gardens, Kolkata",62.0,62.0
Abhishek Sharma,"M Chinnaswamy Stadium, Bengaluru",30.0,30.0
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",23.6,23.6
Abhishek Sharma,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30.0,30.0
Abhishek Sharma,"Maharashtra Cricket Association Stadium, Pune",38.0,38.0
Abhishek Sharma,"Narendra Modi Stadium, Ahmedabad",15.25,15.25
Abhishek Sharma,Rajiv Gandhi International Stadium,8.75,8.75
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",40.25,40.25
Abhishek Sharma,"Sawai Mansingh Stadium, Jaipur",49.5,49.5
Abhishek Sharma,Sharjah Cricket Stadium,16.0,16.0
Abhishek Sharma,Sheikh Zayed Stadium,1.25,1.25
Abhishek Sharma,Wankhede Stadium,2.0,2.0
Abhishek Sharma,"Wankhede Stadium, Mumbai",32.285714285714285,32.285714285714285
Abhishek Sharma,"Zayed Cricket Stadium, Abu Dhabi",46.333333333333336,46.333333333333336
Abishek Porel,"Arun Jaitley Stadium, Delhi",66.66666666666667,66.66666666666667
Abishek Porel,"Barsapara Cricket Stadium, Guwahati",11.0,11.0
Abishek Porel,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",6.5,6.5
Abishek Porel,"Eden Gardens, Kolkata",32.0,32.0
Abishek Porel,"M Chinnaswamy Stadium, Bengaluru",3.5,3.5
Abishek Porel,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",64.0,64.0
Abishek Porel,"Narendra Modi Stadium, Ahmedabad",29.0,29.0
Abishek Porel,"Sawai Mansingh Stadium, Jaipur",9.0,9.0
Abishek Porel,"Wankhede Stadium, Mumbai",65.0,65.0
Adam Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,74.75,74.75
Adam Zampa,Dubai International Cricket Stadium,22.0,22.0
Adam Zampa,Eden Gardens,2.0,2.0
Adam Zampa,Feroz Shah Kotla,34.0,34.0
Adam Zampa,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33.0,33.0
Adam Zampa,M Chinnaswamy Stadium,57.0,57.0
Adam Zampa,"MA Chidambaram Stadium, Chepauk, Chennai",14.5,14.5
Adam Zampa,Maharashtra Cricket Association Stadium,32.25,32.25
Adam Zampa,"Narendra Modi Stadium, Ahmedabad",59.0,59.0
Adam Zampa,"Rajiv Gandhi International Stadium, Uppal",57.0,57.0
Adam Zampa,"Sawai Mansingh Stadium, Jaipur",30.6,30.6
Adam Zampa,Sheikh Zayed Stadium,24.0,24.0
Adam Zampa,Wankhede Stadium,2.0,2.0
Aiden Markram,"Arun Jaitley Stadium, Delhi",4.5,4.5
Aiden Markram,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2.5,2.5
Aiden Markram,"Brabourne Stadium, Mumbai",67.33333333333333,67.33333333333333
Aiden Markram,"Dr DY Patil Sports Academy, Mumbai",25.0,25.0
Aiden Markram,Dubai International Cricket Stadium,29.0,29.0
Aiden Markram,"Eden Gardens, Kolkata",61.0,61.0
Aiden Markram,"M Chinnaswamy Stadium, Bengaluru",56.0,56.0
Aiden Markram,"MA Chidambaram Stadium, Chepauk, Chennai",15.571428571428571,15.571428571428571
Aiden Markram,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",0.0,0.0
Aiden Markram,"Maharashtra Cricket Association Stadium, Pune",44.75,44.75
Aiden Markram,"Narendra Modi Stadium, Ahmedabad",8.333333333333334,8.333333333333334
Aiden Markram,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",36.81818181818182,36.81818181818182
Aiden Markram,"Sawai Mansingh Stadium, Jaipur",10.0,10.0
Aiden Markram,Sharjah Cricket Stadium,27.0,27.0
Aiden Markram,"Wankhede Stadium, Mumbai",29.166666666666668,29.166666666666668
Aiden Markram,"Zayed Cricket Stadium, Abu Dhabi",38.5,38.5
Ajinkya Rahane,Arun Jaitley Stadium,2.0,2.0
Ajinkya Rahane,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",66.0,66.0
Ajinkya Rahane,Brabourne Stadium,79.33333333333333,79.33333333333333
Ajinkya Rahane,"Brabourne Stadium, Mumbai",12.0,12.0
Ajinkya Rahane,Buffalo Park,17.0,17.0
Ajinkya Rahane,Dr DY Patil Sports Academy,0.0,0.0
Ajinkya Rahane,"Dr DY Patil Sports Academy, Mumbai",27.0,27.0
Ajinkya Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,53.25,53.25
Ajinkya Rahane,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",81.0,81.0
Ajinkya Rahane,Dubai International Cricket Stadium,15.0,15.0
Ajinkya Rahane,Eden Gardens,26.0,26.0
Ajinkya Rahane,"Eden Gardens, Kolkata",133.0,133.0
Ajinkya Rahane,Feroz Shah Kotla,57.42857142857143,57.42857142857143
Ajinkya Rahane,"Himachal Pradesh Cricket Association Stadium, Dharamsala",13.0,13.0
Ajinkya Rahane,Holkar Cricket Stadium,15.333333333333334,15.333333333333334
Ajinkya Rahane,JSCA International Stadium Complex,4.0,4.0
Ajinkya Rahane,Kingsmead,3.0,3.0
Ajinkya Rahane,M Chinnaswamy Stadium,88.2,88.2
Ajinkya Rahane,"M Chinnaswamy Stadium, Bengaluru",60.0,60.0
Ajinkya Rahane,M.Chinnaswamy Stadium,70.0,70.0
Ajinkya Rahane,MA Chidambaram Stadium,0.0,0.0
Ajinkya Rahane,"MA Chidambaram Stadium, Chepauk",22.5,22.5
Ajinkya Rahane,"MA Chidambaram Stadium, Chepauk, Chennai",26.636363636363637,26.636363636363637
Ajinkya Rahane,Maharashtra Cricket Association Stadium,45.57142857142857,45.57142857142857
Ajinkya Rahane,"Maharashtra Cricket Association Stadium, Pune",28.5,28.5
Ajinkya Rahane,"Narendra Modi Stadium, Ahmedabad",26.0,26.0
Ajinkya Rahane,New Wanderers Stadium,0.0,0.0
Ajinkya Rahane,Punjab Cricket Association IS Bindra Stadium,34.0,34.0
Ajinkya Rahane,"Punjab Cricket Association IS Bindra Stadium, Mohali",17.0,17.0
Ajinkya Rahane,"Punjab Cricket Association Stadium, Mohali",45.666666666666664,45.666666666666664
Ajinkya Rahane,Rajiv Gandhi International Stadium,66.5,66.5
Ajinkya Rahane,"Rajiv Gandhi International Stadium, Uppal",24.8,24.8
Ajinkya Rahane,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",53.0,53.0
Ajinkya Rahane,"Sardar Patel Stadium, Motera",71.71428571428571,71.71428571428571
Ajinkya Rahane,Saurashtra Cricket Association Stadium,18.5,18.5
Ajinkya Rahane,Sawai Mansingh Stadium,53.23529411764706,53.23529411764706
Ajinkya Rahane,"Sawai Mansingh Stadium, Jaipur",15.0,15.0
Ajinkya Rahane,Sharjah Cricket Stadium,16.5,16.5
Ajinkya Rahane,Sheikh Zayed Stadium,60.166666666666664,60.166666666666664
Ajinkya Rahane,St George's Park,92.0,92.0
Ajinkya Rahane,Subrata Roy Sahara Stadium,23.0,23.0
Ajinkya Rahane,SuperSport Park,42.666666666666664,42.666666666666664
Ajinkya Rahane,Wankhede Stadium,63.25,63.25
Ajinkya Rahane,"Wankhede Stadium, Mumbai",47.6,47.6
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",26.75,26.75
Akash Deep,"Eden Gardens, Kolkata",14.0,14.0
Akash Deep,"M Chinnaswamy Stadium, Bengaluru",32.0,32.0
Akash Deep,"Maharashtra Cricket Association Stadium, Pune",68.0,68.0
Akash Deep,"Wankhede Stadium, Mumbai",10.333333333333334,10.333333333333334
Akash Madhwal,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",6.0,6.0
Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",108.5,108.5
Akash Madhwal,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",49.0,49.0
Akash Madhwal,"Narendra Modi Stadium, Ahmedabad",51.0,51.0
Akash Madhwal,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",-5.0,-5.0
Akash Madhwal,"Wankhede Stadium, Mumbai",40.625,40.625
Akash Singh,"Eden Gardens, Kolkata",38.0,38.0
Akash Singh,"M Chinnaswamy Stadium, Bengaluru",30.0,30.0
Akash Singh,"MA Chidambaram Stadium, Chepauk, Chennai",32.0,32.0
Akash Singh,"Sawai Mansingh Stadium, Jaipur",-3.0,-3.0
Akash Singh,"Zayed Cricket Stadium, Abu Dhabi",7.0,7.0
Aman Hakim Khan,"Arun Jaitley Stadium, Delhi",12.75,12.75
Aman Hakim Khan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,4.0
Aman Hakim Khan,"Brabourne Stadium, Mumbai",2.0,2.0
Aman Hakim Khan,"M Chinnaswamy Stadium, Bengaluru",28.0,28.0
Aman Hakim Khan,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,2.0
Aman Hakim Khan,"Narendra Modi Stadium, Ahmedabad",89.0,89.0
Aman Hakim Khan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",8.0,8.0
Anand Rajan,Barabati Stadium,31.0,31.0
Anand Rajan,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8.0,8.0
Anand Rajan,Feroz Shah Kotla,40.0,40.0
Anand Rajan,Himachal Pradesh Cricket Association Stadium,29.0,29.0
Anand Rajan,M Chinnaswamy Stadium,27.0,27.0
Anand Rajan,"Rajiv Gandhi International Stadium, Uppal",42.0,42.0
Anand Rajan,Sawai Mansingh Stadium,25.0,25.0
Anand Rajan,Wankhede Stadium,115.0,115.0
Andre Russell,Arun Jaitley Stadium,69.25,69.25
Andre Russell,"Arun Jaitley Stadium, Delhi",34.5,34.5
Andre Russell,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",37.5,37.5
Andre Russell,Brabourne Stadium,78.0,78.0
Andre Russell,"Brabourne Stadium, Mumbai",38.333333333333336,38.333333333333336
Andre Russell,"Dr DY Patil Sports Academy, Mumbai",48.5,48.5
Andre Russell,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,33.0,33.0
Andre Russell,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",53.0,53.0
Andre Russell,Dubai International Cricket Stadium,46.5,46.5
Andre Russell,Eden Gardens,42.20754716981132,42.20754716981132
Andre Russell,"Eden Gardens, Kolkata",31.875,31.875
Andre Russell,Feroz Shah Kotla,28.25,28.25
Andre Russell,Himachal Pradesh Cricket Association Stadium,24.0,24.0
Andre Russell,Holkar Cricket Stadium,73.5,73.5
Andre Russell,JSCA International Stadium Complex,11.0,11.0
Andre Russell,M Chinnaswamy Stadium,54.0,54.0
Andre Russell,"M Chinnaswamy Stadium, Bengaluru",41.0,41.0
Andre Russell,M.Chinnaswamy Stadium,43.25,43.25
Andre Russell,MA Chidambaram Stadium,91.0,91.0
Andre Russell,"MA Chidambaram Stadium, Chepauk",24.75,24.75
Andre Russell,"MA Chidambaram Stadium, Chepauk, Chennai",35.7,35.7
Andre Russell,Maharashtra Cricket Association Stadium,52.25,52.25
Andre Russell,"Maharashtra Cricket Association Stadium, Pune",58.833333333333336,58.833333333333336
Andre Russell,"Narendra Modi Stadium, Ahmedabad",27.4,27.4
Andre Russell,Punjab Cricket Association IS Bindra Stadium,38.0,38.0
Andre Russell,"Punjab Cricket Association IS Bindra Stadium, Mohali",-6.0,-6.0
Andre Russell,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",63.0,63.0
Andre Russell,Rajiv Gandhi International Stadium,16.5,16.5
Andre Russell,"Rajiv Gandhi International Stadium, Uppal",24.666666666666668,24.666666666666668
Andre Russell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",31.5,31.5
Andre Russell,"Sardar Patel Stadium, Motera",15.0,15.0
Andre Russell,Sharjah Cricket Stadium,35.0,35.0
Andre Russell,Sheikh Zayed Stadium,17.7,17.7
Andre Russell,Wankhede Stadium,14.375,14.375
Andre Russell,"Wankhede Stadium, Mumbai",41.5,41.5
Andre Russell,"Zayed Cricket Stadium, Abu Dhabi",38.5,38.5
Angkrish Raghuvanshi,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",54.0,54.0
Angkrish Raghuvanshi,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",100.0,100.0
Angkrish Raghuvanshi,"Eden Gardens, Kolkata",23.333333333333332,23.333333333333332
Angkrish Raghuvanshi,"MA Chidambaram Stadium, Chepauk, Chennai",42.0,42.0
Angkrish Raghuvanshi,"Wankhede Stadium, Mumbai",25.0,25.0
Anirudh Singh,Barabati Stadium,0.0,0.0
Anirudh Singh,Dr DY Patil Sports Academy,42.0,42.0
Anirudh Singh,"Vidarbha Cricket Association Stadium, Jamtha",13.0,13.0
Ankit Sharma,Barabati Stadium,26.333333333333332,26.333333333333332
Ankit Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,20.5,20.5
Ankit Sharma,Feroz Shah Kotla,3.5,3.5
Ankit Sharma,JSCA International Stadium Complex,61.0,61.0
Ankit Sharma,"MA Chidambaram Stadium, Chepauk",12.666666666666666,12.666666666666666
Ankit Sharma,Maharashtra Cricket Association Stadium,5.8,5.8
Ankit Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",35.0,35.0
Ankit Sharma,"Rajiv Gandhi International Stadium, Uppal",0.0,0.0
Ankit Sharma,"Sardar Patel Stadium, Motera",33.666666666666664,33.666666666666664
Ankit Sharma,Saurashtra Cricket Association Stadium,19.0,19.0
Ankit Sharma,Sawai Mansingh Stadium,2.5,2.5
Ankit Sharma,Subrata Roy Sahara Stadium,36.0,36.0
Ankit Sharma,Wankhede Stadium,30.0,30.0
Ankit Soni,Feroz Shah Kotla,-4.0,-4.0
Ankit Soni,Green Park,-2.5,-2.5
Ankit Soni,M Chinnaswamy Stadium,56.0,56.0
Ankit Soni,Maharashtra Cricket Association Stadium,9.0,9.0
Ankit Soni,"Punjab Cricket Association IS Bindra Stadium, Mohali",3.0,3.0
Ankit Soni,Saurashtra Cricket Association Stadium,41.0,41.0
Anmolpreet Singh,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",53.0,53.0
Anmolpreet Singh,"Brabourne Stadium, Mumbai",8.0,8.0
Anmolpreet Singh,"Dr DY Patil Sports Academy, Mumbai",9.0,9.0
Anmolpreet Singh,Dubai International Cricket Stadium,30.0,30.0
Anmolpreet Singh,"MA Chidambaram Stadium, Chepauk, Chennai",0.0,0.0
Anmolpreet Singh,"Narendra Modi Stadium, Ahmedabad",9.0,9.0
Anmolpreet Singh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",38.5,38.5
Anmolpreet Singh,"Sawai Mansingh Stadium, Jaipur",59.0,59.0
Anrich Nortje,"Arun Jaitley Stadium, Delhi",19.454545454545453,19.454545454545453
Anrich Nortje,"Barsapara Cricket Stadium, Guwahati",4.0,4.0
Anrich Nortje,"Brabourne Stadium, Mumbai",35.0,35.0
Anrich Nortje,"Dr DY Patil Sports Academy, Mumbai",34.8,34.8
Anrich Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",28.0,28.0
Anrich Nortje,Dubai International Cricket Stadium,38.57142857142857,38.57142857142857
Anrich Nortje,"Himachal Pradesh Cricket Association Stadium, Dharamsala",89.0,89.0
Anrich Nortje,"M Chinnaswamy Stadium, Bengaluru",22.5,22.5
Anrich Nortje,"Narendra Modi Stadium, Ahmedabad",19.5,19.5
Anrich Nortje,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",31.0,31.0
Anrich Nortje,"Sawai Mansingh Stadium, Jaipur",25.0,25.0
Anrich Nortje,Sharjah Cricket Stadium,54.333333333333336,54.333333333333336
Anrich Nortje,Sheikh Zayed Stadium,34.333333333333336,34.333333333333336
Anrich Nortje,"Wankhede Stadium, Mumbai",55.5,55.5
Anrich Nortje,"Zayed Cricket Stadium, Abu Dhabi",68.0,68.0
Anshul Kamboj,"Eden Gardens, Kolkata",32.0,32.0
